date,user,text,sentiment,Clean_Text
2025-05-20,TechSupportRole,Spent two hours helping my grandparents with their new tablet. I deserve an honorary IT degree at this point. 🫠 #TechSupport #FamilyIT,negative,spenttwohourshelpingmygrandparentswiththeirnewtabletideserveanhonoraryitdegreeatthispointtechsupportfamilyit
2025-05-20,SunriseCoffeeThoughts,Just watching the sunrise with my coffee. The sky is painted in shades of orange and pink. These quiet moments remind me why mornings are worth waking up for. 🌅 #MorningVibes #Sunrise,positive,justwatchingthesunrisewithmycoffeetheskyispaintedinshadesoforangeandpinkthesequietmomentsremindmewhymorningsareworthwakingupformorningvibessunrise
2025-05-20,LateNightCodingSession,Three hours into debugging this project and I still can't figure out why it's not working. My eyes hurt and I'm questioning all my life choices. 😩 #CodingLife #Debugging,negative,threehoursintodebuggingthisprojectandistillcantfigureoutwhyitsnotworkingmyeyeshurtandimquestioningallmylifechoicescodinglifedebugge
2025-05-20,NewPlantDay,Got a monstera deliciosa today! My apartment is slowly turning into a jungle and I have zero regrets about it. 🌿 #PlantLover #JungleVibes,positive,gotamonsteradeliciosatodaymyapartmentisslowlyturningintoajungleandihavezeroregretsaboutitplantloverjunglevibes
2025-05-20,ClassPresentationReview,Had to give my presentation in front of 50 people today. It wasn't great but it wasn't terrible either. At least it's over. #Presentation #Done,neutral,hadtogivemypresentationinfrontofpeopletodayitwasntgreatbutitwasntterribleeitheratleastitsoverpresentationdone
2025-05-20,MissingConcert,The one weekend my favorite band comes to town and I'm sick with the flu. Why does the universe hate me? 😩 #FOMO #SickDay,negative,theoneweekendmyfavoritebandcomestotownandimsickwiththefluwhydoestheuniversehatemefomosickday
2025-05-20,RecipeExperiment,Tried that viral pasta recipe everyone's talking about. It was honestly just okay. Probably won't make it again. #RecipeReview #Neutral,neutral,triedthatviralpastarecipeeveryonestalkingaboutitwashonestlyjustokayprobablywontmakeitagainrecipereviewneutral
2025-05-20,JobApplicationUpdate,Still no response from any of the 17 jobs I applied to last week. The job market is brutal right now. 😭 #JobSearch #Discouraged,negative,stillnoresponsefromanyofthejobsiappliedtolastweekthejobmarketisbrutalrightnowjobsearchdiscourage
2025-05-20,PetAdoptionDay,FINALLY ADOPTED A CAT TODAY!!! Her name is Luna and she's already claimed my favorite chair. I'm in love!! 😻 #CatAdoption #Happy,positive,finallyadoptedacattodayhernameislunaandshesalreadyclaimedmyfavoritechairiminlovecatadoptionhappy
2025-05-20,MovieNightThoughts,Watched that new sci-fi film everyone's been recommending. The visuals were amazing but the plot had too many holes. #MovieReview #MixedFeelings,neutral,watchedthatnewscififilmeveryonesbeenrecommendingthevisualswereamazingbuttheplothadtoomanyholesmoviereviewmixedfeeling
2025-05-20,Reconnecting,Had coffee with an old friend I haven't seen in years. It's strange how some connections just pick up right where they left off no matter how much time has passed. ❤️ #FriendshipGoals #Reunion,positive,hadcoffeewithanoldfriendihaventseeninyearsitsstrangehowsomeconnectionsjustpickuprightwheretheyleftoffnomatterhowmuchtimehaspassedfriendshipgoalsreunion
2025-05-20,TransportationBlues,Bus was late again this morning. Third time this week. Normal commute at this point. #CommuterLife #Frustration,neutral,buswaslateagainthismorningthirdtimethisweeknormalcommuteatthispointcommuterlifefrustration
2025-05-20,ArtProgress,Looking back at my sketches from a year ago compared to now. The improvement is subtle but definitely there. Consistency really does pay off. 🖌️ #ArtJourney #Progress,positive,lookingbackatmysketchesfromayearagocomparedtonowtheimprovementissubtlebutdefinitelythereconsistencyreallydoespayoffartjourneyprogress
2025-05-20,WeatherComplaints,It's been raining for five days straight. My shoes are permanently damp and I've forgotten what the sun looks like. 🌧️ #BadWeather #Grumpy,negative,itsbeenrainingforfivedaysstraightmyshoesarepermanentlydampandiveforgottenwhatthesunlookslikebadweathergrumpy
2025-05-20,DinnerDisaster,Tried to make risotto for the first time and somehow turned it into concrete. Ordering takeout and hiding the evidence. 😂 #CookingFail #DinnerDisaster,negative,triedtomakerisottoforthefirsttimeandsomehowturneditintoconcreteorderingtakeoutandhidingtheevidencecookingfaildinnerdisaster
2025-05-20,BookstoreFind,Found a first edition of my favorite childhood book at a tiny bookstore today! Sometimes the universe delivers perfect little surprises. 📚 #BookLover #HappyFind,positive,foundafirsteditionofmyfavoritechildhoodbookatatinybookstoretodaysometimestheuniversedeliversperfectlittlesurprisesbookloverhappyfind
2025-05-20,WorkoutUpdate,Day 30 of my fitness journey. Not seeing dramatic results yet but I have more energy and that counts for something. #FitnessJourney #Progress,neutral,dayofmyfitnessjourneynotseeingdramaticresultsyetbutihavemoreenergyandthatcountsforsomethingfitnessjourneyprogress
2025-05-20,FamilyVideoCall,Weekly family zoom call where everyone talks over each other and no one knows how to mute. Chaotic but familiar. #FamilyTime #Chaos,neutral,weeklyfamilyzoomcallwhereeveryonetalksovereachotherandnooneknowshowtomutechaoticbutfamiliarfamilytimechaos
2025-05-20,EssayDeadline,Finished my 20-page research paper with 10 minutes to spare. I'm exhausted but so relieved it's finally done. 🎉 #AcademicLife #Done,positive,finishedmypageresearchpaperwithminutestospareimexhaustedbutsorelieveditsfinallydoneacademiclifedone
2025-05-20,TechProblems,My laptop crashed and I lost two hours of work. I should know better than to not save regularly by now. 😩 #TechFail #LessonLearned,negative,mylaptopcrashedandilosttwohoursofworkishouldknowbetterthantonotsaveregularlybynowtechfaillessonlearne
2025-05-20,GardenProgress,The tomato plants I started from seed are finally producing fruit! Gardening teaches patience like nothing else. 🍅 #Gardening #GreenThumb,positive,thetomatoplantsistartedfromseedarefinallyproducingfruitgardeningteachespatiencelikenothingelsegardeninggreenthumb
2025-05-20,MovingStress,Packing up my apartment for next month's move. How did I accumulate so much stuff in just two years? 😩 #Moving #Stress,negative,packingupmyapartmentfornextmonthsmovehowdidiaccumulatesomuchstuffinjusttwoyearsmovingstress
2025-05-20,NewMusicDiscovery,Found this small indie band today and can't stop listening to their album. When music just clicks it's magic. 🎶 #NewMusic #Obsessed,positive,foundthissmallindiebandtodayandcantstoplisteningtotheiralbumwhenmusicjustclicksitsmagicnewmusicobsesse
2025-05-20,DietChange,Two weeks without processed sugar. The cravings are less intense but I still dream about chocolate cake. #Diet #HealthGoals,neutral,twoweekswithoutprocessedsugarthecravingsarelessintensebutistilldreamaboutchocolatecakediethealthgoal
2025-05-20,SurpriseGift,My roommate brought home my favorite snacks just because. Sometimes it's the small gestures that mean the most. 💖 #FriendshipGoals #SweetSurprise,positive,myroommatebroughthomemyfavoritesnacksjustbecausesometimesitsthesmallgesturesthatmeanthemostfriendshipgoalssweetsurprise
2025-05-20,SocialBattery,Went to three social events this weekend and now I need a week alone to recover. Being an introvert is exhausting sometimes. 😴 #IntrovertLife #Drained,negative,wenttothreesocialeventsthisweekendandnowineedaweekalonetorecoverbeinganintrovertisexhaustingsometimesintrovertlifedraine
2025-05-20,StudentLoanThoughts,Got my student loan statement today. At this rate I'll be debt-free by the time I'm 87. 😭 #StudentDebt #FinancialReality,negative,gotmystudentloanstatementtodayatthisrateillbedebtfreebythetimeimstudentdebtfinancialreality
2025-05-20,PodcastRecommendation,Started that podcast everyone's been recommending. It's decent background noise for chores but I don't get the hype. #PodcastReview #Neutral,neutral,startedthatpodcasteveryonesbeenrecommendingitsdecentbackgroundnoiseforchoresbutidontgetthehypepodcastreviewneutral
2025-05-20,SurpriseEncounter,Ran into my ex at the grocery store. Surprisingly not awkward? We're both different people now and that's actually nice to see. #Unexpected #Growth,positive,ranintomyexatthegrocerystoresurprisinglynotawkwardwerebothdifferentpeoplenowandthatsactuallynicetoseeunexpectedgrowth
2025-05-20,PhoneScreenTime,My weekly screen time report is concerning. Four hours a day on social media is probably not healthy. 📱 #DigitalDetox #ScreenTime,negative,myweeklyscreentimereportisconcerningfourhoursadayonsocialmediaisprobablynothealthydigitaldetoxscreentime
2025-05-20,NatureWalk,Took a different route on my walk today and found a hidden park I never knew existed. It's the perfect quiet spot for reading. 🌳 #NatureLover #Discovery,positive,tookadifferentrouteonmywalktodayandfoundahiddenparkineverknewexisteditstheperfectquietspotforreadingnatureloverdiscovery
2025-05-20,WorkRecognition,My boss actually acknowledged my extra effort on the project today. Small victory but I'll take it. 🙌 #WorkLife #Appreciation,positive,mybossactuallyacknowledgedmyextraeffortontheprojecttodaysmallvictorybutilltakeitworklifeappreciation
2025-05-20,GamingSession,Stayed up until 3 AM playing that new game. Terrible life choice but worth it for clearing that impossible level. #Gaming #NoSleep,neutral,stayedupuntilamplayingthatnewgameterriblelifechoicebutworthitforclearingthatimpossiblelevelgamingnosleep
2025-05-20,LostItem,Can't find my favorite jacket anywhere. It's not valuable but it had sentimental meaning. Hoping it turns up. 😩 #LostAndFound #Sentimental,negative,cantfindmyfavoritejacketanywhereitsnotvaluablebutithadsentimentalmeaninghopingitturnsuplostandfoundsentimental
2025-05-20,DIYProject,Assembled that furniture kit without any leftover parts. I'm basically a professional carpenter now. 💪 #DIY #Accomplishment,positive,assembledthatfurniturekitwithoutanyleftoverpartsimbasicallyaprofessionalcarpenternowdiyaccomplishment
2025-05-20,DatingAppFatigue,Deleted all dating apps today. The endless swiping was making me feel worse not better. Taking a break for my sanity. 🙅‍♀️ #Dating #BreakNeeded,negative,deletedalldatingappstodaytheendlessswipingwasmakingmefeelworsenotbettertakingabreakformysanitydatingbreakneede
2025-05-20,HealthUpdate,Got my test results back and everything looks normal. The relief when medical anxiety turns out to be just anxiety. 🙏 #HealthUpdate #Relief,positive,gotmytestresultsbackandeverythinglooksnormalthereliefwhenmedicalanxietyturnsouttobejustanxietyhealthupdaterelief
2025-05-20,LanguageLearning,Made it through an entire conversation in my target language today without switching to English. Small wins! 🗣️ #LanguageLearning #Progress,positive,madeitthroughanentireconversationinmytargetlanguagetodaywithoutswitchingtoenglishsmallwinslanguagelearningprogress
2025-05-20,ApartmentIssues,My upstairs neighbor apparently decided to take up tap dancing at midnight. Sleep is apparently optional in this building. 😠 #NoisyNeighbors #SleepDeprived,negative,myupstairsneighborapparentlydecidedtotakeuptapdancingatmidnightsleepisapparentlyoptionalinthisbuildingnoisyneighborssleepdeprive
2025-05-20,RecipeSuccess,The bread I baked actually turned out perfect for once! Maybe I should quit my job and become a baker. 🍞 #BakingSuccess #Foodie,positive,thebreadibakedactuallyturnedoutperfectforoncemaybeishouldquitmyjobandbecomeabakerbakingsuccessfoodie
2025-05-20,StreamingRecommendations,Can't find anything to watch despite having subscriptions to five different streaming services. The paradox of choice is real. #Streaming #FirstWorldProblems,neutral,cantfindanythingtowatchdespitehavingsubscriptionstofivedifferentstreamingservicestheparadoxofchoiceisrealstreamingfirstworldproblem
2025-05-20,WritingProgress,Wrote 2000 words today on my novel draft. Some days the words flow and some days they don't. Today was good. ✍️ #Writing #AuthorLife,positive,wrotewordstodayonmynoveldraftsomedaysthewordsflowandsomedaystheydonttodaywasgoodwritingauthorlife
